timestamp,provider,region,latency_ms,throughput_mbps,error_rate
2026-04-01 01:17:00,GCP,us-east-1,21.7,605.16,0
2026-04-01 01:18:00,GCP,sa-east-1,83.52397386414094,753.77,0
2026-04-01 01:19:00,Azure,ap-northeast-1,14.27,366.82,0
2026-04-01 01:20:00,GCP,eu-west-1,11.71,719.68,0
2026-04-01 01:21:00,AWS,eu-west-1,10.63,611.89,0
2026-04-01 01:22:00,Azure,us-east-1,15.49,490.77,0
2026-04-01 01:23:00,AWS,us-east-1,15.51,741.67,0
2026-04-01 01:24:00,AWS,ap-northeast-1,10.62,385.21,0
2026-04-01 01:25:00,Azure,sa-east-1,113.81328155469475,743.05,0
2026-04-01 01:26:00,GCP,us-east-1,8.27,596.0,0
2026-04-01 01:27:00,AWS,ap-northeast-1,15.26,321.04,0
2026-04-01 01:28:00,Azure,sa-east-1,108.57208535480956,701.45,0
2026-04-01 01:29:00,AWS,us-east-1,17.92,896.29,0
2026-04-01 01:30:00,AWS,us-east-1,10.4,379.01,0
2026-04-01 01:31:00,AWS,ap-northeast-1,28.13,831.1,0
2026-04-01 01:32:00,AWS,us-east-1,12.42,402.52,0
2026-04-01 01:33:00,GCP,eu-west-1,13.72,839.01,0
2026-04-01 01:34:00,AWS,sa-east-1,86.29738654047175,146.04,0
2026-04-01 01:35:00,AWS,sa-east-1,90.78955773484824,106.49,0
2026-04-01 01:36:00,AWS,eu-west-1,11.95,201.94,0
2026-04-01 01:37:00,GCP,ap-northeast-1,29.07,886.55,0
2026-04-01 01:38:00,AWS,eu-west-1,12.48,580.35,0
2026-04-01 01:39:00,AWS,eu-west-1,10.95,634.69,0
2026-04-01 01:40:00,GCP,sa-east-1,102.51144311927663,857.98,0
2026-04-01 01:41:00,GCP,ap-northeast-1,16.8,145.58,0
2026-04-01 01:42:00,GCP,us-east-1,15.81,448.4,0
2026-04-01 01:43:00,AWS,eu-west-1,6.25,678.78,0
2026-04-01 01:44:00,GCP,eu-west-1,9.17,464.21,0
2026-04-01 01:45:00,GCP,ap-northeast-1,17.48,128.92,0
2026-04-01 01:46:00,AWS,eu-west-1,8.83,685.85,0
2026-04-01 01:47:00,GCP,ap-northeast-1,8.1,452.26,0
2026-04-01 01:48:00,AWS,us-east-1,13.44,117.29,0
2026-04-01 01:49:00,Azure,ap-northeast-1,12.73,253.47,0
2026-04-01 01:50:00,GCP,us-east-1,9.66,295.82,0
2026-04-01 01:51:00,Azure,ap-northeast-1,29.48,559.55,0
2026-04-01 01:52:00,AWS,eu-west-1,11.31,267.74,0
2026-04-01 01:53:00,GCP,us-east-1,6.47,425.19,0
2026-04-01 01:54:00,AWS,eu-west-1,5.42,775.6,0
2026-04-01 01:55:00,Azure,us-east-1,20.31,826.95,0
2026-04-01 01:56:00,AWS,ap-northeast-1,7.04,815.87,0
2026-04-01 01:57:00,GCP,ap-northeast-1,12.37,725.57,0
2026-04-01 01:58:00,GCP,ap-northeast-1,7.87,587.63,0
2026-04-01 01:59:00,Azure,sa-east-1,98.41950176944609,595.57,0
2026-04-01 02:00:00,AWS,sa-east-1,95.29691379692227,958.05,0
2026-04-01 02:01:00,GCP,us-east-1,6.15,890.08,0
2026-04-01 02:02:00,Azure,sa-east-1,105.11272026424676,684.81,0
2026-04-01 02:03:00,GCP,ap-northeast-1,8.7,521.65,0
2026-04-01 02:04:00,GCP,sa-east-1,79.78561871490527,756.16,0
2026-04-01 02:05:00,AWS,sa-east-1,72.87281580238141,156.44,0
2026-04-01 02:06:00,GCP,eu-west-1,8.92,950.15,0
2026-04-01 02:07:00,AWS,us-east-1,18.85,592.82,0
2026-04-01 02:08:00,GCP,us-east-1,8.52,552.51,0
2026-04-01 02:09:00,Azure,us-east-1,15.26,361.75,0
2026-04-01 02:10:00,GCP,sa-east-1,113.35224945049173,103.05,0
2026-04-01 02:11:00,AWS,ap-northeast-1,5.75,155.12,0
2026-04-01 02:12:00,AWS,eu-west-1,9.46,336.71,0
2026-04-01 02:13:00,Azure,us-east-1,11.53,587.39,0
2026-04-01 02:14:00,GCP,sa-east-1,106.9222184965103,175.22,0
2026-04-01 02:15:00,GCP,ap-northeast-1,10.82,974.85,0
2026-04-01 02:16:00,Azure,eu-west-1,20.51,469.86,0
2026-04-01 02:17:00,GCP,eu-west-1,12.84,384.69,0
2026-04-01 02:18:00,GCP,us-east-1,15.22,572.68,0
2026-04-01 02:19:00,AWS,us-east-1,9.06,158.49,0
2026-04-01 02:20:00,GCP,ap-northeast-1,15.33,865.41,0
2026-04-01 02:21:00,GCP,sa-east-1,127.68325801788376,514.25,0
2026-04-01 02:22:00,Azure,ap-northeast-1,15.85,260.5,0
2026-04-01 02:23:00,Azure,us-east-1,21.15,245.56,0
2026-04-01 02:24:00,AWS,ap-northeast-1,10.53,424.86,0
2026-04-01 02:25:00,GCP,sa-east-1,115.25031179208383,616.03,0
2026-04-01 02:26:00,GCP,eu-west-1,20.2,475.22,0
2026-04-01 02:27:00,GCP,eu-west-1,13.77,637.12,0
2026-04-01 02:28:00,AWS,eu-west-1,11.74,734.93,0
2026-04-01 02:29:00,AWS,eu-west-1,5.77,773.64,0
2026-04-01 02:30:00,Azure,us-east-1,11.99,460.86,0
2026-04-01 02:31:00,AWS,us-east-1,16.16,745.3,0
2026-04-01 02:32:00,GCP,sa-east-1,77.4406465030633,227.35,0
2026-04-01 02:33:00,GCP,sa-east-1,99.50039884657967,561.79,0
2026-04-01 02:34:00,AWS,sa-east-1,107.28397090640328,165.26,0
2026-04-01 02:35:00,GCP,sa-east-1,91.04931474105909,319.7,0
2026-04-01 02:36:00,GCP,ap-northeast-1,6.21,624.87,0
2026-04-01 02:37:00,AWS,sa-east-1,93.6928857844133,766.38,0
2026-04-01 02:38:00,AWS,eu-west-1,14.08,185.78,0
2026-04-01 02:39:00,GCP,eu-west-1,23.59,286.36,0
2026-04-01 02:40:00,GCP,eu-west-1,9.6,992.71,0
2026-04-01 02:41:00,GCP,ap-northeast-1,34.58,403.89,0
2026-04-01 02:42:00,Azure,sa-east-1,91.39481420646588,355.64,0
2026-04-01 02:43:00,Azure,eu-west-1,6.68,176.73,0
2026-04-01 02:44:00,Azure,eu-west-1,10.33,725.36,0
2026-04-01 02:45:00,AWS,eu-west-1,6.98,557.43,0
2026-04-01 02:46:00,Azure,eu-west-1,11.21,241.8,0
2026-04-01 02:47:00,AWS,us-east-1,15.4,669.61,0
2026-04-01 02:48:00,AWS,sa-east-1,64.73137288653324,573.18,0
2026-04-01 02:49:00,Azure,sa-east-1,83.69664275411343,608.45,0
2026-04-01 02:50:00,Azure,ap-northeast-1,6.51,995.37,0
2026-04-01 02:51:00,Azure,us-east-1,15.02,125.75,0
2026-04-01 02:52:00,GCP,ap-northeast-1,16.81,923.47,0
2026-04-01 02:53:00,Azure,eu-west-1,9.54,857.7,0
2026-04-01 02:54:00,GCP,ap-northeast-1,3.43,473.81,0
2026-04-01 02:55:00,AWS,eu-west-1,6.83,892.85,0
2026-04-01 02:56:00,GCP,eu-west-1,19.95,683.71,0
2026-04-01 02:57:00,Azure,sa-east-1,60.311836578177875,900.42,0
2026-04-01 02:58:00,AWS,sa-east-1,82.7936912399713,635.26,1
2026-04-01 02:59:00,AWS,sa-east-1,68.3543035720939,294.53,0
2026-04-01 03:00:00,AWS,sa-east-1,83.21787922045753,618.6,0
2026-04-01 03:01:00,GCP,sa-east-1,89.7374472725264,261.16,0
2026-04-01 03:02:00,Azure,us-east-1,10.11,226.75,0
2026-04-01 03:03:00,AWS,sa-east-1,96.61625657239517,688.66,0
2026-04-01 03:04:00,AWS,ap-northeast-1,22.0,952.73,0
2026-04-01 03:05:00,AWS,eu-west-1,12.48,629.65,0
2026-04-01 03:06:00,GCP,sa-east-1,81.0650551372493,816.21,0
2026-04-01 03:07:00,GCP,us-east-1,15.42,251.53,0
2026-04-01 03:08:00,Azure,ap-northeast-1,10.52,688.79,0
2026-04-01 03:09:00,GCP,ap-northeast-1,6.87,759.68,0
2026-04-01 03:10:00,AWS,eu-west-1,12.78,137.45,0
2026-04-01 03:11:00,Azure,ap-northeast-1,11.26,187.45,0
2026-04-01 03:12:00,AWS,ap-northeast-1,5.24,803.42,0
2026-04-01 03:13:00,AWS,ap-northeast-1,7.17,495.96,0
2026-04-01 03:14:00,GCP,ap-northeast-1,30.96,465.02,0
2026-04-01 03:15:00,Azure,us-east-1,12.69,928.33,0
2026-04-01 03:16:00,GCP,eu-west-1,23.89,992.77,0
2026-04-01 03:17:00,GCP,sa-east-1,89.82474437587591,787.95,0
2026-04-01 03:18:00,Azure,ap-northeast-1,22.61,813.33,0
2026-04-01 03:19:00,AWS,us-east-1,16.08,287.49,0
2026-04-01 03:20:00,AWS,eu-west-1,7.59,273.0,0
2026-04-01 03:21:00,Azure,sa-east-1,111.68429687647165,982.61,0
2026-04-01 03:22:00,AWS,eu-west-1,7.57,725.58,0
2026-04-01 03:23:00,Azure,us-east-1,19.39,718.04,0
2026-04-01 03:24:00,Azure,us-east-1,13.58,357.57,0
2026-04-01 03:25:00,GCP,us-east-1,12.3,897.83,0
2026-04-01 03:26:00,Azure,ap-northeast-1,9.78,140.0,0
2026-04-01 03:27:00,GCP,us-east-1,18.16,347.13,0
2026-04-01 03:28:00,AWS,sa-east-1,85.37492895531562,262.13,0
2026-04-01 03:29:00,AWS,ap-northeast-1,4.69,739.99,0
2026-04-01 03:30:00,AWS,eu-west-1,5.17,743.81,0
2026-04-01 03:31:00,AWS,sa-east-1,64.2785821142915,581.26,0
2026-04-01 03:32:00,GCP,ap-northeast-1,18.03,104.73,0
2026-04-01 03:33:00,AWS,us-east-1,18.73,886.38,0
2026-04-01 03:34:00,Azure,eu-west-1,14.33,960.03,0
2026-04-01 03:35:00,Azure,us-east-1,14.26,282.08,0
2026-04-01 03:36:00,Azure,sa-east-1,80.7388714774321,858.01,0
2026-04-01 03:37:00,GCP,sa-east-1,79.7511062433212,975.96,0
2026-04-01 03:38:00,AWS,ap-northeast-1,16.76,394.28,0
2026-04-01 03:39:00,AWS,sa-east-1,75.38885028446417,266.55,0
2026-04-01 03:40:00,AWS,eu-west-1,9.67,979.79,0
2026-04-01 03:41:00,GCP,ap-northeast-1,10.59,153.77,0
2026-04-01 03:42:00,Azure,eu-west-1,33.97,348.36,0
2026-04-01 03:43:00,Azure,us-east-1,7.08,767.83,0
2026-04-01 03:44:00,AWS,eu-west-1,14.26,655.62,0
2026-04-01 03:45:00,Azure,eu-west-1,5.71,716.06,0
2026-04-01 03:46:00,Azure,sa-east-1,99.90476395118907,737.28,0
2026-04-01 03:47:00,GCP,us-east-1,17.94,717.53,0
2026-04-01 03:48:00,GCP,sa-east-1,92.87419011391214,408.02,0
2026-04-01 03:49:00,GCP,us-east-1,19.15,380.35,0
2026-04-01 03:50:00,GCP,us-east-1,33.91,485.62,0
2026-04-01 03:51:00,AWS,eu-west-1,14.62,826.92,0
2026-04-01 03:52:00,GCP,sa-east-1,75.83118978947456,944.44,0
2026-04-01 03:53:00,Azure,eu-west-1,13.79,509.72,0
2026-04-01 03:54:00,AWS,eu-west-1,17.38,177.19,0
2026-04-01 03:55:00,Azure,eu-west-1,15.29,944.47,0
2026-04-01 03:56:00,Azure,us-east-1,9.44,172.39,0
2026-04-01 03:57:00,Azure,sa-east-1,69.07997188896815,243.2,0
2026-04-01 03:58:00,GCP,sa-east-1,94.4312741353565,880.91,0
2026-04-01 03:59:00,GCP,eu-west-1,11.93,596.33,0
2026-04-01 04:00:00,AWS,us-east-1,11.35,417.42,0
2026-04-01 04:01:00,AWS,sa-east-1,65.58991567404726,937.82,0
2026-04-01 04:02:00,GCP,ap-northeast-1,14.2,964.46,0
2026-04-01 04:03:00,Azure,sa-east-1,65.04088859636187,397.69,0
2026-04-01 04:04:00,AWS,eu-west-1,11.12,881.58,0
2026-04-01 04:05:00,GCP,ap-northeast-1,14.23,710.68,0
2026-04-01 04:06:00,GCP,us-east-1,6.43,347.04,0
2026-04-01 04:07:00,GCP,ap-northeast-1,13.53,947.29,0
2026-04-01 04:08:00,Azure,ap-northeast-1,7.78,156.76,0
2026-04-01 04:09:00,GCP,eu-west-1,14.24,386.15,0
2026-04-01 04:10:00,GCP,sa-east-1,131.27226313278302,456.64,0
2026-04-01 04:11:00,GCP,us-east-1,11.47,721.59,0
2026-04-01 04:12:00,GCP,ap-northeast-1,7.1,134.59,0
2026-04-01 04:13:00,AWS,eu-west-1,13.72,900.8,0
2026-04-01 04:14:00,AWS,sa-east-1,92.49982803439785,693.19,0
2026-04-01 04:15:00,GCP,ap-northeast-1,7.63,347.52,0
2026-04-01 04:16:00,Azure,eu-west-1,5.16,692.51,0
2026-04-01 04:17:00,AWS,eu-west-1,7.64,583.23,0
2026-04-01 04:18:00,GCP,eu-west-1,11.89,402.65,0
2026-04-01 04:19:00,AWS,us-east-1,9.7,125.74,0
2026-04-01 04:20:00,AWS,sa-east-1,110.7122794348582,595.99,0
2026-04-01 04:21:00,Azure,ap-northeast-1,15.78,173.96,0
2026-04-01 04:22:00,GCP,sa-east-1,79.34743566641956,829.16,0
2026-04-01 04:23:00,GCP,sa-east-1,73.82948634082263,179.67,0
2026-04-01 04:24:00,Azure,ap-northeast-1,16.7,485.87,0
2026-04-01 04:25:00,Azure,sa-east-1,125.68762226545161,491.1,0
2026-04-01 04:26:00,GCP,us-east-1,18.75,600.58,0
2026-04-01 04:27:00,GCP,ap-northeast-1,8.77,135.56,0
2026-04-01 04:28:00,Azure,ap-northeast-1,11.38,283.45,0
2026-04-01 04:29:00,AWS,eu-west-1,15.33,279.55,0
2026-04-01 04:30:00,AWS,sa-east-1,107.22904331722216,639.07,0
2026-04-01 04:31:00,Azure,ap-northeast-1,8.56,337.27,0
2026-04-01 04:32:00,AWS,ap-northeast-1,9.65,229.78,0
2026-04-01 04:33:00,Azure,us-east-1,11.92,116.52,1
2026-04-01 04:34:00,AWS,eu-west-1,11.41,856.49,0
2026-04-01 04:35:00,AWS,ap-northeast-1,18.1,974.39,0
2026-04-01 04:36:00,GCP,us-east-1,13.89,732.94,0
2026-04-01 04:37:00,GCP,ap-northeast-1,6.06,471.44,0
2026-04-01 04:38:00,AWS,ap-northeast-1,8.77,209.81,1
2026-04-01 04:39:00,AWS,ap-northeast-1,8.9,527.59,0
2026-04-01 04:40:00,GCP,us-east-1,4.03,511.59,0
2026-04-01 04:41:00,GCP,sa-east-1,103.30906900691545,477.89,0
2026-04-01 04:42:00,GCP,ap-northeast-1,13.02,440.47,0
2026-04-01 04:43:00,Azure,ap-northeast-1,9.3,547.08,0
2026-04-01 04:44:00,AWS,sa-east-1,101.0770359659397,165.86,0
2026-04-01 04:45:00,GCP,ap-northeast-1,14.16,134.47,0
2026-04-01 04:46:00,AWS,eu-west-1,6.4,157.56,1
2026-04-01 04:47:00,Azure,ap-northeast-1,16.52,280.0,0
2026-04-01 04:48:00,Azure,eu-west-1,24.2,350.26,0
2026-04-01 04:49:00,GCP,sa-east-1,88.41670563243058,252.51,0
2026-04-01 04:50:00,Azure,us-east-1,11.78,326.73,0
2026-04-01 04:51:00,AWS,sa-east-1,112.4164642583783,267.25,0
2026-04-01 04:52:00,GCP,ap-northeast-1,6.63,235.67,0
2026-04-01 04:53:00,AWS,eu-west-1,13.08,363.68,0
2026-04-01 04:54:00,AWS,us-east-1,7.8,457.76,0
2026-04-01 04:55:00,Azure,ap-northeast-1,12.14,769.84,0
2026-04-01 04:56:00,Azure,us-east-1,13.24,959.99,0
2026-04-01 04:57:00,Azure,us-east-1,15.89,927.07,0
2026-04-01 04:58:00,Azure,ap-northeast-1,16.18,528.34,0
2026-04-01 04:59:00,Azure,sa-east-1,102.37044885215771,515.21,0
2026-04-01 05:00:00,GCP,ap-northeast-1,13.38,213.13,0
2026-04-01 05:01:00,AWS,ap-northeast-1,19.65,974.57,0
2026-04-01 05:02:00,AWS,sa-east-1,92.38516497432894,784.09,0
2026-04-01 05:03:00,AWS,eu-west-1,29.15,862.81,0
2026-04-01 05:04:00,AWS,ap-northeast-1,7.49,310.75,1
2026-04-01 05:05:00,Azure,us-east-1,27.49,460.98,0
2026-04-01 05:06:00,AWS,ap-northeast-1,7.56,192.38,0
2026-04-01 05:07:00,GCP,ap-northeast-1,11.84,946.73,0
2026-04-01 05:08:00,GCP,us-east-1,11.06,357.25,0
2026-04-01 05:09:00,AWS,sa-east-1,90.05787265939333,636.41,0
2026-04-01 05:10:00,AWS,eu-west-1,17.27,237.0,0
2026-04-01 05:11:00,GCP,eu-west-1,17.72,822.52,0
2026-04-01 05:12:00,GCP,us-east-1,16.61,267.71,0
2026-04-01 05:13:00,Azure,sa-east-1,64.97324024118164,828.45,0
2026-04-01 05:14:00,GCP,ap-northeast-1,8.58,461.59,0
2026-04-01 05:15:00,Azure,ap-northeast-1,21.11,619.98,0
2026-04-01 05:16:00,Azure,ap-northeast-1,13.55,342.74,0
2026-04-01 05:17:00,Azure,ap-northeast-1,8.35,894.5,0
2026-04-01 05:18:00,Azure,ap-northeast-1,13.56,783.88,0
2026-04-01 05:19:00,Azure,us-east-1,5.27,418.85,0
2026-04-01 05:20:00,AWS,ap-northeast-1,12.86,626.83,0
2026-04-01 05:21:00,GCP,ap-northeast-1,16.91,216.09,0
2026-04-01 05:22:00,Azure,sa-east-1,85.39919177019495,244.43,0
2026-04-01 05:23:00,GCP,ap-northeast-1,17.38,580.31,0
2026-04-01 05:24:00,GCP,eu-west-1,18.29,676.54,0
2026-04-01 05:25:00,Azure,us-east-1,13.98,601.69,0
2026-04-01 05:26:00,AWS,us-east-1,29.49,603.47,0
2026-04-01 05:27:00,Azure,us-east-1,23.97,768.06,0
2026-04-01 05:28:00,AWS,eu-west-1,16.67,912.17,0
2026-04-01 05:29:00,GCP,ap-northeast-1,14.55,448.84,0
2026-04-01 05:30:00,AWS,us-east-1,10.72,583.24,0
2026-04-01 05:31:00,AWS,eu-west-1,8.81,903.72,0
2026-04-01 05:32:00,AWS,sa-east-1,92.950345577989,517.85,0
2026-04-01 05:33:00,GCP,ap-northeast-1,11.03,500.63,0
2026-04-01 05:34:00,GCP,eu-west-1,7.34,789.86,0
2026-04-01 05:35:00,AWS,ap-northeast-1,8.16,889.57,0
2026-04-01 05:36:00,AWS,sa-east-1,61.3069612580723,763.91,0
2026-04-01 05:37:00,Azure,eu-west-1,29.28,190.11,0
2026-04-01 05:38:00,AWS,ap-northeast-1,18.61,518.29,0
2026-04-01 05:39:00,Azure,eu-west-1,12.39,290.77,0
2026-04-01 05:40:00,AWS,us-east-1,14.98,385.61,0
2026-04-01 05:41:00,Azure,ap-northeast-1,15.88,521.88,0
2026-04-01 05:42:00,GCP,eu-west-1,7.89,299.38,0
2026-04-01 05:43:00,AWS,us-east-1,6.8,564.34,0
2026-04-01 05:44:00,AWS,sa-east-1,108.39007159934037,678.95,0
2026-04-01 05:45:00,AWS,ap-northeast-1,6.2,887.41,0
2026-04-01 05:46:00,AWS,ap-northeast-1,12.08,290.31,0
2026-04-01 05:47:00,Azure,sa-east-1,58.58831913145671,379.51,0
2026-04-01 05:48:00,AWS,us-east-1,13.61,465.22,0
2026-04-01 05:49:00,GCP,sa-east-1,81.99044830029634,302.09,0
2026-04-01 05:50:00,GCP,ap-northeast-1,15.91,398.84,0
2026-04-01 05:51:00,AWS,eu-west-1,3.84,895.02,0
2026-04-01 05:52:00,GCP,us-east-1,21.33,224.79,0
2026-04-01 05:53:00,AWS,us-east-1,17.6,499.37,0
2026-04-01 05:54:00,AWS,us-east-1,20.2,379.87,0
2026-04-01 05:55:00,GCP,sa-east-1,114.23255852873694,169.45,0
2026-04-01 05:56:00,AWS,sa-east-1,81.26793959553102,186.51,0
2026-04-01 05:57:00,GCP,eu-west-1,8.84,806.39,0
2026-04-01 05:58:00,Azure,eu-west-1,15.17,867.1,0
2026-04-01 05:59:00,AWS,us-east-1,14.08,767.27,0
2026-04-01 06:00:00,Azure,eu-west-1,18.88,585.31,0
2026-04-01 06:01:00,GCP,sa-east-1,95.75234967686934,795.39,0
2026-04-01 06:02:00,Azure,eu-west-1,12.77,236.81,0
2026-04-01 06:03:00,Azure,sa-east-1,80.52773267716415,802.18,0
2026-04-01 06:04:00,GCP,eu-west-1,15.81,481.13,0
2026-04-01 06:05:00,Azure,ap-northeast-1,20.99,775.28,0
2026-04-01 06:06:00,Azure,sa-east-1,87.9690776318197,304.97,0
2026-04-01 06:07:00,GCP,ap-northeast-1,16.42,849.29,0
2026-04-01 06:08:00,Azure,sa-east-1,102.35094480445164,611.3,0
2026-04-01 06:09:00,GCP,eu-west-1,10.9,106.6,0
2026-04-01 06:10:00,Azure,ap-northeast-1,10.26,567.34,0
2026-04-01 06:11:00,GCP,eu-west-1,8.47,379.25,0
2026-04-01 06:12:00,GCP,sa-east-1,62.68851008402438,151.75,0
2026-04-01 06:13:00,Azure,ap-northeast-1,8.01,502.58,0
2026-04-01 06:14:00,Azure,us-east-1,11.17,380.32,0
2026-04-01 06:15:00,Azure,eu-west-1,10.45,283.95,0
2026-04-01 06:16:00,AWS,sa-east-1,68.91971726336611,414.21,0
2026-04-01 06:17:00,AWS,ap-northeast-1,8.15,261.65,0
2026-04-01 06:18:00,AWS,eu-west-1,8.33,369.83,0
2026-04-01 06:19:00,GCP,ap-northeast-1,4.23,203.8,0
2026-04-01 06:20:00,Azure,eu-west-1,15.42,175.88,0
2026-04-01 06:21:00,GCP,eu-west-1,7.82,919.02,0
2026-04-01 06:22:00,AWS,eu-west-1,8.52,912.49,0
2026-04-01 06:23:00,Azure,ap-northeast-1,16.16,845.2,0
2026-04-01 06:24:00,GCP,ap-northeast-1,7.84,307.29,0
2026-04-01 06:25:00,Azure,eu-west-1,14.73,753.3,0
2026-04-01 06:26:00,GCP,us-east-1,6.66,630.74,0
2026-04-01 06:27:00,Azure,us-east-1,12.05,146.11,0
2026-04-01 06:28:00,AWS,us-east-1,8.98,909.63,0
2026-04-01 06:29:00,AWS,sa-east-1,82.41650463520962,998.18,0
2026-04-01 06:30:00,Azure,us-east-1,25.94,737.85,0
2026-04-01 06:31:00,GCP,ap-northeast-1,5.37,308.36,0
2026-04-01 06:32:00,AWS,us-east-1,24.81,598.97,0
2026-04-01 06:33:00,AWS,ap-northeast-1,7.7,198.44,0
2026-04-01 06:34:00,AWS,sa-east-1,104.25382542378495,368.9,0
